,InChiKey,Molecule,database_identifier,AB003,AB006,AB008,AB009,AB010,AB012,AB014,AB017,AB022,AB023,AB024,AB026,AB028,AB029,AB031,AB032,AB034,AB036,AB037,AB038,AB041,AB042,AB043,AB045,AB047,AB049,AB050,AB051,AB055,AB058,AB059,AB060,AB063,AB064,AB065,CD001,CD004,CD008,CD009,CD010,CD011,CD012,CD014,CD015,CD016,CD017,CD020,CD024,CD025,CD026,CD027,CD029,CD030,CD033,CD034,CD035,CD036,CD037,CD039,CD040,CD041,CD042,CD043,CD045,CD046,CD047,CD048,CD049,CD050,CD052,CD053,CD055,CD056,CD062,CD063,CD067,CD068,CD070,CD071,CD072,CD073,CD074,CD075,CD076,CD077,CD078,CD080,CD081,CD083,CD085,CD086,CD088,EF001,EF002,EF003,EF004,EF005,EF006,EF008,EF009,EF010,EF012,EF013,EF019,EF020,EF027,EF028,EF029,EF031,EF032,EF033,EF034,EF035,EF036,EF040,EF041,EF045,EF048,EF051,EF052,EF053,EF056,EF057,EF059,EF060,EF061,GH006,GH007,GH008,GH009,GH011,GH013,GH015,GH016,GH019,GH021,GH024,GH026,GH027,GH030,GH038,GH039,GH040,GH041,GH042,GH046,GH050,GH053,GH054,GH057,GH058,GH060,GH061,GH062,GH063,IJ001,IJ006,IJ009,IJ010,IJ013,IJ014,IJ029,IJ038,IJ043,IJ044,IJ047,IJ049,IJ059,IJ061,IJ075
408,XZWYZXLIPXDOLR-UHFFFAOYSA-N,Metformin,5.26_130.11,724.6261303,960.7121271,579.7646445,590.1296193,745.3332597,467.7934428,608.0488204,699.4284545,626.84578,713.462404,765.1395154,393.1159495,426.5351531,555.5067979,1057.158204,670.5511634,667.9494445,801.8434533,951.0701926,529.6384384,1442.751305,1078.839007,643.3608428,776.7403866,519.96681,1026.457642,1065.03983,1039.774612,1531.057522,4525.766949,917.6991988,1895.462996,772.3334525,1911.98118,892.210223,1345.208158,465.8306241,1135.774251,1870.093134,1745.856594,745.2497849,826.4506033,1056.268221,1087.864159,558.0029955,574.4523832,433.2755137,853.2264617,883.2200313,585.9106685,331.5000467,839.1770224,870.1349329,962.5918965,1111.999752,1263.16448,1116.341628,1017.229322,624.7320955,727.6247046,847.5156859,1110.955723,897.7885497,473.9449699,1125.066522,256.3443996,650.3436929,1025.062209,858.7686258,888.6939082,1526.318907,632.0003008,716.6419049,1064.943633,146102.2872,945.0053912,952.6663284,935.1092918,1148.53117,1001.665842,1154.495103,467608.1859,1100.581489,1402.751009,1024.917515,908.0856592,1042.88949,544.3766881,860.6235021,724.5432963,1801.642597,562.1352328,602.0687663,317.0450454,692.9843632,610.9151728,601.7972902,1013.546906,672.1071072,779.084597,643.0350926,937.0875317,653.4458038,231.6860857,23832.37589,1029.401664,752.0981399,604.6206391,519.0164808,898.8598425,515.4434851,1293.999192,721.0537474,681.3641167,605.2025005,1142.170066,616.5021817,1000.467451,981.8945544,1032.047346,303.1460714,1255.178014,493.9539399,1316.966467,901.0037271,1139.544943,988.5803956,622.9216666,1198.903436,499.0123888,641.6839255,226970.3916,1160.110028,866.7946925,546.719473,887.7121574,493.6036362,919.7027656,1006.023654,1361.8301,824.2817042,656.3428796,554.0912614,1192.449819,363.5135301,1045.06709,1408.015843,815.1774212,4295.565274,949.9988719,890.1038163,844.2569032,936.520972,901.7814316,1014.217905,985.9194385,1030.677126,993.3909329,1355.548945,1111.82338,995.7484275,726.7210414,1067.636058,1357.241607,1316.853389,1003.97368,1269.098738,1126.446003,1009.049409,1046.218985
409,NZWOPGCLSHLLPA-UHFFFAOYSA-N,Methacholine cation,5.74_160.13,39358.64034,6282.489403,25172.78111,45338.34725,32031.19786,42317.06692,34560.01341,21822.82145,1317.669305,15686.89619,46222.87084,61150.93093,55955.89397,83590.92329,94289.4405,28333.71057,19069.81995,80088.54988,33143.9661,33511.16516,75427.48758,46600.66857,23034.49906,55159.90673,33639.05039,31471.3777,53902.39748,67032.04117,67229.44158,44584.46999,29628.42847,44504.80018,39118.85511,85439.94756,37908.05387,40151.53914,66768.64803,38987.99273,76020.26266,80282.15708,40094.25419,62689.44917,36644.0923,79961.30556,57330.03149,6089.339235,44685.61386,80912.20979,154207.2959,59998.64512,61801.79767,42332.77853,39293.82421,104636.6709,74281.83446,46810.39442,52584.97069,49182.06846,57858.08115,91991.7987,32088.61029,112303.4489,69286.98611,53546.4642,71485.2241,61583.07377,69662.29892,49701.43325,36097.56922,70092.08583,59885.0482,69842.25985,62935.55656,97247.22185,81343.5768,120198.8184,61139.77302,64872.27414,76049.77871,73290.21609,76609.56916,74141.38145,62057.54037,65590.22757,55305.35297,55874.66002,55215.94365,79272.55112,58889.99019,82019.90678,51454.86051,55849.32298,47280.23723,60415.08837,60488.30767,26971.6194,27593.33289,51760.82696,70890.02603,62386.08443,131087.2967,18368.05957,55764.64332,70071.79089,54649.73216,90671.15996,63950.51258,24446.17771,15931.7706,84933.04129,29564.16276,45815.48233,20194.37691,49849.65939,17917.19489,20170.10598,48045.68107,44327.7766,60147.90557,111632.1582,409016.1231,64135.87112,63406.37947,29476.96261,73702.10488,33911.4891,65859.98729,33321.5069,109982.7758,44853.51175,53056.22091,47795.39408,48048.86293,71408.46372,30590.03295,79503.77336,117216.7497,54273.95945,76825.22525,48343.43496,99788.13189,91994.26818,41415.55923,49910.66424,39053.06878,93268.1094,71697.56522,90026.98673,179287.2873,78043.05801,127318.7656,47475.04878,55656.10348,87044.59448,99807.61274,49432.97023,15695.22361,34906.95685,54855.54436,132210.7525,113769.4504,36154.9636,44341.93009,14922.5517,134614.2735,27170.37183,90447.43636,34556.91252,79858.73951,106003.1928
410,FFEARJCKVFRZRR-BYPYZUCNSA-N,Methionine,7.11_150.06,5294.277995,4448.617731,3836.442596,4868.569359,4657.139958,4679.007349,3845.831626,3947.358486,2877.637305,5438.674992,5859.17647,3052.739601,7832.736447,7062.119043,5924.272709,5309.829562,5999.698694,5518.882707,6828.257069,4094.086674,7658.29725,4301.23818,3938.676888,4510.76388,3913.762157,5177.553529,5723.572825,5265.715716,6747.240195,6269.864669,7615.883684,6313.736917,5117.952149,8980.029554,5957.629904,5158.8467,3217.353167,7857.502712,7885.292985,6461.555679,5317.159157,4922.464616,6724.447155,4849.329949,8063.703264,4044.922232,5019.939419,5413.693268,7359.043238,5098.119145,7630.241335,6271.614159,7163.11607,7435.655931,7015.890084,9014.14474,8124.905342,4762.714621,7927.48782,7685.404126,4556.554045,6901.97901,6865.296165,4650.62384,5085.537953,5925.69857,5773.373686,6425.927611,6320.310349,6830.497489,7747.179848,5807.086508,6950.459495,6466.852342,4731.379116,5985.62681,6199.598353,5514.692426,10364.7342,6558.288452,7778.811624,3658.068236,6624.071863,6948.350706,6473.559893,6148.25455,7938.730196,8352.434196,6510.851311,7149.094797,4847.772422,5321.480892,9374.433679,5796.551687,6942.083845,7792.736883,7086.710946,5862.355306,4324.726573,3844.959551,3275.437037,5102.026928,6613.71469,5561.601772,4340.650464,5889.50994,6929.194427,8424.70597,6781.815349,4947.824167,5254.541643,6934.762048,8184.93443,5728.922349,2838.702032,5305.843001,3143.448033,7286.012958,5913.593968,6681.148611,8134.327887,5750.033529,5312.708981,5780.748229,4864.226744,5492.465065,7444.921672,6558.514463,9790.601676,4744.824672,16337.06575,4729.264581,7782.307513,5377.877648,9606.508201,3965.503651,4630.871827,6874.778173,9186.862447,6931.837897,3165.634259,5191.359634,6314.430329,5921.492816,9377.444665,4172.011622,9214.081106,5330.6565,6403.523772,6506.841588,5259.917033,3731.615512,6905.094928,5512.777054,4988.952161,6248.05953,4726.649138,6137.433602,4486.771834,5772.302741,6154.091815,4568.637166,6871.348425,6338.531482,5654.642601,5036.97551,5760.570186,5880.849371,5510.793235,7098.96119
411,FFEARJCKVFRZRR-BYPYZUCNSA-N,methionine_PM_a1,6137,1475.0,3183.0,3516.0,1511.0,2555.0,3824.0,3510.0,562.0,722.0,1836.0,3624.0,2069.0,2679.0,3023.0,1898.0,3389.0,2812.0,1148.0,4459.0,4760.0,3853.0,2668.0,3245.0,4230.0,2715.0,4164.0,3528.0,2351.0,3726.0,2960.0,4152.0,2021.0,590.0,1677.0,3022.0,2585.0,1620.0,4805.0,1907.0,3559.0,2072.0,2826.0,2302.0,2272.0,3514.0,2012.0,1619.0,1884.0,1285.0,1818.0,2293.0,1501.0,3584.0,2096.0,1949.0,2141.0,3568.0,2268.0,1603.0,1994.0,2171.0,1763.0,2139.0,2334.0,3638.0,1287.0,2138.0,2567.0,2992.0,2969.0,2060.0,2148.0,2088.0,1120.0,1823.0,3440.0,2702.0,2638.0,1753.0,951.0,2683.0,1067.0,1337.0,3105.0,1128.0,3255.0,2069.0,2262.0,2549.0,2092.0,2508.0,2172.0,3052.0,1318.0,1533.0,2376.0,3865.0,2715.0,1835.0,1881.0,1034.0,2438.0,1606.0,2173.0,1564.0,854.0,2392.0,2344.0,1963.0,2721.0,1477.0,753.0,2387.0,1635.0,2239.0,1113.0,1767.0,1831.0,2458.0,4261.0,1773.0,2142.0,1694.0,1124.0,1458.0,931.0,1719.0,2895.0,2305.0,2490.0,4743.0,1851.0,3123.0,2168.0,3219.0,1908.0,2629.0,1898.0,2717.0,2898.0,615.0,1933.0,1462.0,2746.0,3040.0,4340.0,2000.0,3748.0,1784.0,3462.0,6652.0,1740.0,3033.0,1174.0,1653.0,943.0,1042.0,3104.0,2097.0,1762.0,2512.0,2114.0,1498.0,1671.0,1408.0,3015.0,4487.0,2260.0,2309.0,1386.0
412,QEFRNWWLZKMPFJ-YGVKFDHGSA-N,Methioninesulfoxide,8.26_166.05,707.2905769,957.1626981,537.7816875,797.7678187,747.2419236,763.9195671,380.6735424,1149.644668,533.6016194,1155.37056,1098.595588,478.7190876,1106.605187,631.2876779,487.2929457,676.3989933,1118.109097,472.7683193,654.6019281,467.81653,670.8231874,496.4777111,605.1953691,547.6870171,547.9889735,559.1598051,483.7394646,443.1420372,686.8041719,462.1303512,635.2517787,403.6944788,632.285863,616.9240035,615.2491782,552.9709423,627.4328379,541.1051534,706.8348216,951.5232819,813.418492,562.7111903,640.5431545,618.5034127,1299.810992,540.6187215,616.5246556,803.9798337,523.639357,752.034746,630.7111278,577.5512448,932.1234373,3305.550345,361.4626734,432.8030083,487.7708916,362.2030185,785.7125502,879.4768169,561.3634186,500.3541041,562.2013815,506.2452824,428.078914,813.9150464,548.5963732,638.0614228,854.044926,491.9902818,872.8173165,709.0545247,722.0140332,627.5305433,680.421525,1627.756229,656.6923235,497.9430322,621.0575955,364.6962918,456.987645,450.8265796,583.5866639,502.5807298,1390.421188,1343.037108,695.7030651,744.6778171,830.0817302,945.318262,639.1665573,675.9478239,1390.704521,518.9620017,584.7055565,876.406346,705.4682519,1036.858485,367.4604278,485.1572263,727.5482762,447.0946616,522.756643,546.6580191,608.0028613,493.210192,795.5868078,579.2655801,745.9589812,270.2722078,581.4713695,491.6066801,891.5732147,533.5209593,251.3279728,533.4242905,380.5328924,517.9050255,504.6754967,826.331302,907.7876911,363.9443101,627.3575587,431.5557448,381.8823744,360.9738638,934.3642012,869.2089775,901.1713191,744.3116046,1251.45615,351.0001056,646.5804383,533.4121185,1349.449951,401.0278606,1106.221441,1741.164554,1106.978186,349.6590798,583.8662072,734.4789367,1206.845497,628.4355164,2822.70446,668.7957562,945.5636871,1195.593551,1772.050537,632.7903444,818.755153,398.2906096,619.0223909,390.3938483,1086.832098,495.3015707,641.310212,380.8605042,546.570387,1505.625003,832.0302811,564.5699296,904.9373488,721.967263,644.0085915,778.3736301,840.3312814,1073.422917,745.5326971,973.1440648
413,FBSFWRHWHYMIOG-UHFFFAOYSA-N,Methylgallate,1.41_185.04,23.11407114,26.0291463,41.98295702,56.82729667,2859.178548,63.30232368,24.69233789,9.805071792,12.9316719,17.71005967,14.64794117,19.09608465,38.03023218,11.20239094,24.4227968,20.4674047,53.76400713,18.62689438,18.97396893,25.83602138,25.67744258,25.88272428,208.2744423,20.41069629,47.7414636,23.96399165,17.27640945,14.85392303,29.86105095,42.21383016,28.55064174,25.72014685,12.43025943,48.32302899,37.58757037,30.57291267,10.40620317,27.3285431,15.983702,37.72559267,13.81798118,25.16597452,22.60740545,19.73947062,13.83478501,10.07811199,20.96494421,12.5979746,2294.574178,11.93705946,21.52597706,22.21350942,33.29012276,21.98813977,22.59141709,31.01519929,22.62854652,16.32464309,24.5202017,35.85397095,17.67411063,27.8647564,29.71989682,12.42319711,15.81815849,17.69380536,22.02777024,37.965267,29.28693884,10.69544091,35.56471239,24.1280903,19.3396616,57.17818162,42.45830316,1031.238244,22.46231287,14.92762838,26.73829178,606.994513,20.04331776,3142.568105,16.95064999,37.86567142,124.3466103,148.5807431,22.61367516,49.15365129,18.54321868,23.08101914,66.39000901,10.88642176,301.7776779,39.55683062,25.42198072,35.68429748,10.95709352,22.29803194,57.31754536,19.47711493,22.04691746,22.87904452,20.23574102,15.52145345,210.0913428,21.49064017,28.9924453,14.62791869,16.28286999,18.42765053,9.93968153,29.66592035,24.3599239,16.06990841,10.0768291,32.10423971,12.96534557,17.67130008,26.14898947,25.42557852,19.8062769,27.22418068,52.27979656,20.98751342,42.96176712,27.13202245,23.07072102,15.77885279,57.15393322,13.59177713,496.7875552,34.308281,28.01070491,20.83641088,18.75538501,23.36084625,10.68075874,21.94745236,23.47779823,16.86951701,19.62575486,11.72040856,6.314430329,23.66493576,771.3713312,41.28368865,46.08629735,28.98408609,100.4260913,24.40065596,43.27705809,22.84459856,18.97004101,26.46737955,28.56951846,37.46962237,33.75316905,33.96208317,25.83292874,20.72640123,23.21376702,26.03886468,32.06470921,1301.814986,343.2881618,21.38389094,19.85034523,22.38752516,17.56778079,81.9864963
414,IUBSYMUCCVWXPE-UHFFFAOYSA-N,Metoprolol,3.00_268.19,156.0199802,186.9365962,134.945219,109.2832628,120.2458268,151.2818244,143.0097903,110.3070577,98.00846071,101.200341,136.1396886,92.18799485,70.84062857,89.61912755,161.655655,144.2464712,147.623206,133.9362405,168.3939743,119.9529564,235.9115037,175.2966326,147.2096844,136.0713086,108.9750799,203.693929,144.3088319,181.9605572,209.0273567,339.9324218,159.0678611,162.1487519,116.8444386,220.6751657,153.3177213,203.3763321,88.75879171,177.0889593,282.3787353,341.6262003,115.1498432,141.9360963,197.1868142,146.9493924,87.62030508,105.1003107,102.4952828,3127.733513,160.6876138,160.1555478,71.75325687,203.6238363,171.0423549,190.563878,198.3024389,194.5498865,211.1997675,141.8203368,158.8482632,140.2522981,126.2436474,226.5525847,198.1326454,73.91802283,176.9656481,56.96542213,139.5092115,215.5447417,163.4400135,137.0961062,235.6162196,97.2906867,154.7172928,245.866181,157.8577938,146.6847503,162.5214402,133.2823962,190.8141732,194.8377449,163.3530398,64.67355121,840.2679351,254.7326987,204.7322977,126.9991827,240.7691296,147.4609539,139.6195289,153.5389534,199.170027,126.6783623,118.9271637,72.61925621,137.4670068,104.1981486,128.9565622,168.2487864,142.1161056,127.4865704,116.1137653,148.7137894,3844.790794,56.40723327,108.3863465,180.5213775,8913.471492,126.7752953,138.4043949,126.946037,75.25758873,197.7728023,146.1595434,100.4369276,91.28421654,193.8602167,91.40568625,195.7436317,160.8162852,169.8890929,71.52266657,226.3905551,126.1926124,196.7579384,202.8750114,206.4393012,186.8728402,117.3123403,183.4242508,91.90630248,107.8097993,182.0977992,211.2473995,158.3567227,150.0430801,140.1650775,100.7042967,161.9931008,206.6046244,245.3747928,162.8937654,139.0821816,101.8201891,186.6900488,83.21394063,174.5710263,233.6098521,198.0579216,71.73292235,191.9518268,180.1261337,144.0202953,147.7666352,151.2421688,176.1786972,230.6723627,214.5737176,200.1337044,191.7075238,226.5099563,208.9239032,137.2958319,6344.062096,47392.60299,203.2265918,170.001933,215.7070848,174.3870381,163.5999586,219.2247618
415,PUQIRTNPJRFRCZ-UHFFFAOYSA-N,Metoprolol acid,5.34_268.15,234.6078221,220.0646005,204.916814,122.3972544,208.044367,128.7504888,204.740635,187.9305427,167.4311204,166.1372265,199.0396712,148.8177631,82.02599097,163.4231149,251.2059099,197.8515787,169.4933106,171.1900293,241.9181039,184.5430099,346.6454748,338.8283905,296.6002529,266.4729794,112.0886537,271.5919053,237.8046948,278.5110569,325.7569195,508.7877424,230.4444655,247.1370632,218.772566,341.4827382,197.8293177,299.0828414,127.3229564,289.6825568,429.783987,394.0228568,193.4517365,237.5667995,248.68146,217.1341768,144.935843,136.7743769,139.7662947,61225.0113,235.9748175,206.9090307,86.82144081,244.3486036,231.8829241,260.1929873,288.6681072,289.0052661,419.8852521,282.6203835,218.5496239,227.7781684,177.5827306,238.6676962,229.0908713,146.593726,241.2269169,75.09078371,219.228761,271.8802992,228.6270709,214.881131,337.8647677,171.2316086,256.7877291,291.6087263,239.5083768,196.4686655,244.4428166,246.3058682,300.1980941,254.7878203,222.4808272,99.60671025,4582.7293,430.2917207,243.6691151,201.7045843,272.694318,141.3167475,246.5157306,214.7538302,339.7606343,184.0794952,159.8083762,59.63044616,184.5447489,157.0109089,180.3706164,227.034507,179.0191828,229.2987621,188.8685929,211.6311618,156616.2039,97.67158513,186.3354312,264.3348741,187564.0667,210.6420291,198.447478,268.224691,105.7866106,323.4997981,186.1098186,184.8039468,155.8944737,277.8251513,170.4942942,282.7408013,269.3345915,288.9270287,56.6679589,306.6302455,186.5847912,295.1369075,267.3176621,251.2661209,226.093066,143.3817492,301.7196009,154.0401408,187.1578116,312.7331768,306.9506413,231.2841608,207.2470043,238.4753055,138.0869523,211.1135894,242.9952117,349.6590798,193.3136854,153.1466719,149.1784165,327.3649447,99.09028457,224.1114527,289.2312455,260.8567748,127.6351308,279.7941883,228.0817926,213.5473343,269.574267,231.589571,272.600822,262.2873566,271.2308228,283.8259808,372.538025,304.9741895,205.2585715,177.5377137,26487.82497,204183.1431,377.6169779,260.8834694,287.1683277,296.929281,277.7905337,301.2112581
416,GJJFMKBJSRMPLA-HIFRSBDPSA-N,Milnacipran,2.59_247.18,159.4870909,133.6951605,63.97402974,42.6204725,127.8804825,57.93771998,97.74050413,116.8437722,85.07678881,92.76697924,125.7999654,67.82402478,24.60779729,76.43984408,151.1887421,118.9058749,115.7293035,151.67614,145.8623861,68.28091366,231.0969832,155.2963457,98.13978958,170.0891358,61.23361635,177.0672716,127.0324224,174.5335957,156.0918573,251.0612004,136.635214,159.9122173,102.7568113,343.0935058,142.4371088,199.3885609,50.80675663,135.5495738,248.6353644,282.9419451,130.8102218,133.8829845,168.2995739,148.0460296,106.0666851,106.540041,75.31850327,156.9020473,134.8427529,95.49647569,45.92208439,193.7511655,180.225837,177.1266815,175.7110218,173.4031597,187.3140795,159.1652701,91.68423245,133.9251268,157.383747,182.9381833,153.5528002,86.9623798,120.6134585,33.6613858,88.11108097,202.0731953,159.6610537,145.8469215,210.4245483,127.645381,98.8471593,195.8352721,156.7691193,119.1257972,136.0951898,147.1437654,192.0295501,168.609587,137.2967267,74.11494554,191.3001927,237.5210298,173.3316386,131.1494828,211.5043735,58.98438155,140.7103064,87.30646369,165.3241401,89.0707235,92.16855187,36.60482833,150.6487746,101.3434048,107.0423751,153.0455828,123.2719811,122.17463,103.6205121,139.1808542,117.1986667,29.15004673,126.9456524,178.3723134,129.6132849,102.3954308,90.5734643,160.7300629,101.5267471,186.4714994,158.8267038,126.9522765,90.09870723,170.3994261,93.35048808,184.8689855,168.6609821,180.2904659,26.4083692,206.3306325,84.72932546,188.8876208,159.9132443,195.8224229,163.8021192,96.04519088,13649.15675,92.55352996,123.3344104,171.541405,196.0749344,128.1439269,105.9679253,141.1384461,104.5188534,156.7675169,167.8662573,223.9044984,162.8937654,101.5768742,91.55923978,189.3194861,48.72395208,148.6212791,222.4855734,177.5275273,34.62968665,174.0580125,140.3580262,127.1351572,134.7871335,146.5158511,152.3707651,162.7586722,292.9292886,173.4492105,208.0230577,192.45944,179.6012501,125.4599843,173.3869461,200.3885514,210.092355,155.0332093,186.5932452,163.7824209,147.1301641,206.7485559
417,YFGHCGITMMYXAQ-UHFFFAOYSA-N,Modafinil,1.31_274.09,72.8093241,39.04371945,79.96753717,76.49828398,77.30088865,171.6673185,77.16355589,53.11080554,29.26641535,64.93688547,46.52875432,29.63185549,88.73720841,35.58406535,73.2683904,72.1232356,58.32027892,63.86363788,65.2230182,59.05376316,115.5484916,85.8835851,81.78315798,63.49994402,95.48292719,74.55464068,73.17067532,74.26961517,100.4417168,139.9721737,60.16028081,68.21430251,43.09156602,59.59840242,59.34879532,45.19474048,49218.28033,136.6427155,159.83702,150.9023707,71.85350213,67.44481172,71.59011726,132.693108,35.57516146,39.5925828,98.61288572,68.71622511,67.42137644,55.70627749,79.64611512,60.47010897,57.39676338,75.73692587,65.2640938,84.58690716,56.5713663,44.89276849,92.75032818,80.14417036,58.07207778,60.5755574,53.24814846,35.40611178,47.45447546,34.09294203,69.23013505,60.00961558,29.28693884,75.84039916,56.31079461,47.47785511,62.31668739,82.90836335,65.3204664,62.22989406,60.78037601,52.24669931,61.98422186,73.6886343,46.09963086,48.62318083,49.64118925,122.2028487,76.61760836,78.02564165,93.11513299,117.9687631,56.7204336,68.23953484,78.10589295,53.4424341,45.34098116,99.77767723,51.78551627,38.53904127,37.92840064,56.75862675,47.11031126,51.34875753,47258.30248,42.89820847,59.02091131,21.20003398,7364.332581,62.3228565,50.31041979,29.25583738,73.27291494,76.7818772,34.78888535,57.91917783,51.64303866,51.42370692,32.60150591,62.97370096,44.08217493,80.20051577,57.52777682,83.21098425,62.71987684,70.20972911,63.997682,85.26177329,102.6308881,83.75537364,59.98387465,45.96448421,71.77470683,38.18642145,87.97279623,97.64664592,136.5521864,96.88931059,60.95500128,65.21569578,30.51645355,71.06794098,72.78117451,95.08273222,71.63400525,43.75619197,48.14753126,89.40086844,41.60697032,61.335766,116.0103347,61.59118294,32.65084742,78.08209906,63.1611118,63.5675786,53.9148534,59.55160398,69.04300295,70.25554194,68.71180843,95.82159181,62.5428801,82.9056049,72.08485548,59.1792379,87.88105487,86.69291938,79.64285353,73.77442374,112.4852896,82.48035584,61.48723275,98.02733253
418,QARQPIWTMBRJFX-UHFFFAOYSA-N,Modafinil acid,2.40_297.05,25.42547826,39.04371945,23.99026115,101.6334344,15.26931134,77.25029331,27.77888012,17.97596495,15.65412914,18.55339585,18.09451557,13.82819923,61.14664781,17.1330685,23.25980648,16.56885142,21.8701046,18.62689438,20.15984199,18.45430099,22.46776226,20.00028694,21.80884213,22.67855143,91.33149558,19.96999304,25.40648449,13.61609612,29.86105095,64.4316355,18.35398398,25.72014685,15.74499528,24.1615145,23.73951813,29.2436556,3290.196589,24.04911793,39.07127155,37.72559267,25.79356487,18.11950166,23.86337242,17.54619611,19.1051793,11.51784227,8.541273567,18.32432669,14.60796489,15.91607928,48.0746821,30.85209641,19.51489955,26.87439305,35.14220436,32.42498108,28.91425389,16.32464309,18.12362734,17.92698548,16.83248631,29.07626755,28.48156778,9.317397836,17.7954283,10.78890571,18.88094592,30.61715081,15.1158394,13.61237934,32.60098635,14.00985889,20.41408725,28.58909081,18.50746548,16.00197276,13.21312522,13.86136921,29.16904558,36.2198372,22.04764954,8.497254903,20.58293213,36.14450454,30.1446328,19.0913804,19.95324278,105.6803503,19.63399625,17.05988371,28.63882742,15.83479529,19.3256641,57.85924479,16.0064323,15.70109089,12.64280021,17.23029741,14.13309338,23.90373195,6503.105754,20.01916395,16.86311752,7.571440708,1273.168385,19.34157616,14.49622265,21.45428074,18.31822873,16.3801338,9.93968153,28.25325748,19.48793912,13.65942215,10.66958375,24.695569,10.37227645,20.38996164,24.84153999,32.35982721,39.06237943,30.0898839,18.02751605,48.53362479,27.44779566,22.41340985,18.45657681,19.89507525,23.92490228,16.18068706,17.24956789,22.43233758,29.17781761,23.96187251,20.63092351,19.46737187,11.44367008,47.03025506,19.95612849,32.20544156,23.55090584,19.53401427,15.78607582,30.23852903,11.49666285,18.87254338,31.78365335,24.15340507,13.85187466,21.14723516,35.08950656,18.8716249,22.96373386,25.52211599,20.23674224,23.41851398,28.93128776,36.38794626,27.19255657,26.64823015,41.54042519,14.2030171,24.93921827,28.42390799,24.71674765,25.66066913,25.14377062,20.03094356,26.35167118,26.73472705
419,UFQIEVSCRCMNLW-SHISVWIYSA-N,"Montelukast-1,2-diol",1.16_602.21,18.49125691,24.84600329,18.99229008,137.6969112,10.49765154,137.3338548,15.43271118,11.43925042,157.90252,21.08340437,17.23287197,11.8527422,205.8106683,490.928309,25.58578712,17.54348974,26.42637639,15.96590947,11.85873058,25.83602138,24.07260242,4544.771085,15.26618949,18.14284115,334.1902452,58.57864625,11.17885317,22.28088455,28.50373046,46.65739123,23.45231286,20.12881058,16.57367924,25.77228213,20.77207836,19.93885609,17.75175834,19.67655103,40.84723844,25.15039512,12.89678243,20.13277962,15.07160363,40.57557849,11.85838715,16.55689826,17.85902655,20.61486753,16.85534411,25.86362883,206.6493798,23.44759327,25.25457589,25.65282973,17.57110218,18.32716322,23.88568799,15.3043529,24.5202017,18.98151403,15.14923768,27.8647564,23.52825165,12.42319711,23.72723773,12.94668685,18.88094592,17.14560445,37.7895985,15.55700496,20.74608222,11.6748824,22.56293854,34.30690897,15.24144216,12.44597881,13.21312522,22.39144256,20.66140729,14.98751884,12.02599066,6.136906319,145.2912856,20.65400259,13.81629003,49.80360105,26.60432371,175.7243034,18.54321868,40.14090284,26.03529765,18.80381941,10.40612682,258.5954002,16.94798714,2025.440725,15.17136026,17.23029741,9.422062251,10.62388087,17.63753397,94.37605864,17.70627339,8.707156814,13.36270025,22.56517218,14.49622265,18.52869701,26.45966373,17.40389217,12.77959054,19.77728023,20.46233607,14.46291757,12.44784771,34.57379661,47.32351132,16.31196931,23.53409052,38.13836778,55.56761018,28.65703229,17.12614025,27.54611137,20.28750114,18.8744504,23.07072102,12.3486674,26.58322475,15.53345957,18.97452468,19.79323904,44.35028277,21.87823142,21.56869276,17.52063469,12.96949276,12.54140135,10.5650092,30.6718491,21.58833035,14.06449028,12.62886066,26.29437307,13.13904326,20.05207735,42.90793202,18.1150538,15.33600409,22.77394556,17.54475328,19.86486831,19.96846422,26.46737955,20.23674224,22.24758828,30.13675808,23.0456993,36.70995137,28.12868738,24.43554423,16.57018661,23.75163645,36.95108039,27.46305294,25.66066913,29.11383967,31.81385154,18.66576708,21.38778164
